,Ship Mode,Segment,City,Country,Category,Sub-Category,Quantity,Discount,Order Priority,month,Sales_unitario
1784,Same Day,Consumer,Buenos Aires,Argentina,Technology,Accessories,entre 5 y 6,0.4,High,October,49.70618181818182
1785,Standard Class,Corporate,Mexico City,Mexico,Technology,Copiers,entre 3 y 4,0.002,Medium,March,108.91316571428571
1786,Second Class,Corporate,Adelaide,Australia,Technology,Copiers,entre 1 y 2,0.1,Medium,June,174.852
1787,Second Class,Home Office,Baghdad,Iraq,Office Supplies,Binders,entre 3 y 4,0.0,High,May,55.95428571428572
1788,Standard Class,Home Office,Perth,Australia,Furniture,Bookcases,entre 3 y 4,0.1,Medium,August,127.65599999999999
1789,Standard Class,Consumer,Melbourne,Australia,Technology,Machines,entre 1 y 2,0.1,Medium,June,375.012
1790,Second Class,Corporate,Kinshasa,Democratic Republic of the Congo,Technology,Accessories,entre 1 y 2,0.0,Critical,August,77.28
1791,Second Class,Consumer,Alexandria,Egypt,Office Supplies,Storage,entre 3 y 4,0.0,Critical,July,54.34285714285714
1792,Standard Class,Consumer,Santo Domingo,Dominican Republic,Furniture,Chairs,entre 3 y 4,0.2,High,September,58.60114285714286
1793,Standard Class,Home Office,Rome,Italy,Office Supplies,Binders,entre 9 y 10,0.0,Medium,June,48.57157894736842
1794,Second Class,Consumer,Perth,Australia,Furniture,Chairs,entre 3 y 4,0.1,Medium,May,66.11914285714286
1795,Standard Class,Consumer,Sydney,Australia,Technology,Machines,entre 5 y 6,0.1,High,January,41.23636363636364
1796,Second Class,Corporate,Buenos Aires,Argentina,Furniture,Furnishings,entre 7 y 8,0.4,Critical,November,19.375999999999998
1797,Second Class,Consumer,Cairo,Egypt,Office Supplies,Storage,entre 5 y 6,0.0,Medium,May,68.30181818181819
1798,Standard Class,Consumer,Manila,Philippines,Technology,Machines,entre 3 y 4,0.25,Medium,July,164.75785714285715
1799,Second Class,Corporate,Santiago de Cuba,Cuba,Technology,Accessories,entre 9 y 10,0.0,Medium,June,38.98947368421052
1800,Standard Class,Home Office,Manila,Philippines,Technology,Phones,entre 3 y 4,0.25,High,March,107.24785714285714
1801,Standard Class,Consumer,Brisbane,Australia,Office Supplies,Art,entre 11 y 12,0.1,High,May,22.088347826086956
1802,Standard Class,Consumer,Santiago de Cuba,Cuba,Furniture,Furnishings,entre 9 y 10,0.0,High,December,26.886315789473684
1803,Standard Class,Consumer,San Salvador,El Salvador,Office Supplies,Storage,entre 3 y 4,0.0,Medium,October,118.74857142857142
1804,Standard Class,Consumer,São Paulo,Brazil,Office Supplies,Paper,entre 9 y 10,0.0,High,November,21.389473684210525
1805,Standard Class,Consumer,Santo Domingo,Dominican Republic,Office Supplies,Appliances,entre 5 y 6,0.2,High,July,38.94109090909091
1806,Standard Class,Consumer,Gold Coast,Australia,Furniture,Bookcases,entre 3 y 4,0.1,Medium,June,125.52685714285714
1807,First Class,Consumer,Santo Domingo,Dominican Republic,Office Supplies,Paper,entre 9 y 10,0.2,Medium,May,25.177263157894735
1808,Standard Class,Corporate,Mixco,Guatemala,Technology,Copiers,entre 1 y 2,0.002,Medium,November,336.95141333333333
1809,Standard Class,Home Office,Santo Domingo,Dominican Republic,Technology,Phones,entre 3 y 4,0.2,Medium,June,111.03085714285714
1810,First Class,Consumer,Manila,Philippines,Technology,Accessories,entre 1 y 2,0.45,High,August,187.836
1811,Second Class,Home Office,Mixco,Guatemala,Office Supplies,Envelopes,entre 5 y 6,0.0,Critical,October,24.58181818181818
1812,First Class,Corporate,Ho Chi Minh City,Vietnam,Technology,Copiers,entre 1 y 2,0.37,High,May,99.288
1813,Standard Class,Corporate,Manila,Philippines,Technology,Copiers,entre 7 y 8,0.35,Medium,December,84.9264
1814,Second Class,Home Office,Buenos Aires,Argentina,Furniture,Bookcases,entre 1 y 2,0.4,High,July,232.528
1815,Standard Class,Corporate,Managua,Nicaragua,Furniture,Bookcases,entre 1 y 2,0.0,Medium,October,364.64000000000004
1816,Second Class,Corporate,Soyapango,El Salvador,Technology,Phones,entre 3 y 4,0.0,High,June,55.885714285714286
1817,Second Class,Corporate,Lagos,Nigeria,Technology,Phones,entre 13 y14,0.7,High,December,23.212000000000003
1818,First Class,Consumer,San Pedro Sula,Honduras,Technology,Phones,entre 5 y 6,0.4,Critical,July,50.13818181818181
1819,Standard Class,Corporate,Berlin,Germany,Office Supplies,Art,entre 7 y 8,0.1,High,November,46.9152
1820,Standard Class,Consumer,Manila,Philippines,Technology,Machines,entre 1 y 2,0.25,Medium,March,155.92499999999998
1821,Second Class,Corporate,Santo Domingo,Dominican Republic,Furniture,Chairs,entre 7 y 8,0.2,Medium,September,39.31946666666667
1822,Standard Class,Corporate,Gold Coast,Australia,Furniture,Chairs,entre 3 y 4,0.1,Medium,December,101.38885714285713
1823,Standard Class,Consumer,San Salvador,El Salvador,Technology,Copiers,entre 5 y 6,0.002,Medium,June,88.99256727272727
1824,Standard Class,Consumer,Manila,Philippines,Office Supplies,Storage,entre 5 y 6,0.45,Medium,September,118.188
1825,Standard Class,Consumer,San Salvador,El Salvador,Technology,Copiers,entre 7 y 8,0.002,Medium,October,88.29239466666667
1826,Standard Class,Consumer,Singapore,Singapore,Technology,Phones,entre 3 y 4,0.0,Medium,August,149.7942857142857
1827,Second Class,Home Office,San Miguelito,Panama,Furniture,Bookcases,entre 1 y 2,0.4,High,September,221.44000000000003
1828,First Class,Corporate,Vienna,Austria,Office Supplies,Binders,entre 3 y 4,0.0,High,June,56.262857142857136
1829,Standard Class,Consumer,Jakarta,Indonesia,Office Supplies,Storage,entre 3 y 4,0.17,Medium,June,141.16165714285714
1830,Standard Class,Consumer,Managua,Nicaragua,Furniture,Bookcases,entre 5 y 6,0.0,Medium,October,88.41818181818182
1831,Standard Class,Consumer,Santo Domingo,Dominican Republic,Furniture,Bookcases,entre 3 y 4,0.4,Medium,October,124.25142857142858
1832,Second Class,Corporate,San Salvador,El Salvador,Technology,Phones,entre 3 y 4,0.0,Medium,October,104.77714285714286
1833,Standard Class,Consumer,Vienna,Austria,Technology,Copiers,entre 1 y 2,0.0,High,April,116.22000000000001
1834,Second Class,Consumer,Vienna,Austria,Office Supplies,Storage,entre 5 y 6,0.0,Medium,November,58.123636363636365
1835,Standard Class,Home Office,Perth,Australia,Office Supplies,Art,entre 5 y 6,0.1,High,July,40.696363636363635
1836,Standard Class,Consumer,Tegucigalpa,Honduras,Furniture,Chairs,entre 5 y 6,0.4,High,November,52.14545454545455
1837,Standard Class,Consumer,Yangon,Myanmar (Burma),Technology,Accessories,entre 1 y 2,0.47,High,December,175.8328
1838,Standard Class,Consumer,Singapore,Singapore,Furniture,Chairs,entre 1 y 2,0.0,Medium,May,221.51999999999998
1839,Standard Class,Home Office,London,United Kingdom,Technology,Accessories,entre 1 y 2,0.1,Low,August,148.518
1840,First Class,Corporate,Istanbul,Turkey,Technology,Copiers,entre 1 y 2,0.6,High,August,159.968
1841,First Class,Consumer,San Salvador,El Salvador,Furniture,Bookcases,entre 1 y 2,0.0,High,April,132.37333333333333
1842,Standard Class,Home Office,Madrid,Spain,Office Supplies,Binders,entre 11 y 12,0.0,High,October,26.141739130434782
1843,Standard Class,Consumer,Manila,Philippines,Furniture,Bookcases,entre 5 y 6,0.35,Medium,January,105.89563636363637
1844,Standard Class,Home Office,Villa Nueva,Guatemala,Technology,Phones,entre 3 y 4,0.0,Medium,July,95.36571428571428
1845,Standard Class,Corporate,Santo Domingo,Dominican Republic,Technology,Phones,entre 5 y 6,0.2,Low,December,63.54909090909091
1846,Standard Class,Consumer,Soyapango,El Salvador,Technology,Accessories,entre 5 y 6,0.0,Medium,September,62.10909090909092
1847,Standard Class,Home Office,Bangkok,Thailand,Office Supplies,Storage,entre 7 y 8,0.47,High,October,32.970240000000004
1848,Standard Class,Consumer,Melbourne,Australia,Furniture,Chairs,entre 3 y 4,0.1,Medium,August,101.38885714285713
1849,Standard Class,Corporate,Adelaide,Australia,Furniture,Chairs,entre 5 y 6,0.1,Medium,August,108.90818181818182
1850,Standard Class,Consumer,Melbourne,Australia,Office Supplies,Binders,entre 7 y 8,0.1,Low,April,26.560799999999997
1851,Standard Class,Corporate,Adelaide,Australia,Furniture,Tables,entre 1 y 2,0.3,Medium,December,252.924
1852,Standard Class,Consumer,Vienna,Austria,Technology,Phones,entre 3 y 4,0.0,Medium,March,132.58285714285714
1853,Second Class,Consumer,Mexico City,Mexico,Furniture,Chairs,entre 3 y 4,0.2,High,November,76.77257142857142
1854,Standard Class,Consumer,Berlin,Germany,Technology,Accessories,entre 3 y 4,0.1,Medium,July,199.44514285714286
1855,Same Day,Consumer,Adelaide,Australia,Office Supplies,Supplies,entre 3 y 4,0.1,High,January,35.64
1856,Standard Class,Home Office,Jakarta,Indonesia,Office Supplies,Storage,entre 3 y 4,0.17,Medium,June,100.73828571428571
1857,Standard Class,Corporate,Ho Chi Minh City,Vietnam,Furniture,Furnishings,entre 5 y 6,0.27,High,October,37.548545454545454
1858,Second Class,Consumer,Sydney,Australia,Technology,Copiers,entre 1 y 2,0.1,High,April,152.28
1859,Standard Class,Corporate,Singapore,Singapore,Furniture,Bookcases,entre 1 y 2,0.0,Medium,September,242.88
1860,Same Day,Consumer,Melbourne,Australia,Office Supplies,Envelopes,entre 5 y 6,0.1,High,September,48.423272727272725
1861,Standard Class,Consumer,Cairo,Egypt,Furniture,Bookcases,entre 1 y 2,0.0,High,September,168.68
1862,Second Class,Corporate,London,United Kingdom,Technology,Phones,entre 1 y 2,0.1,Medium,August,166.284
1863,Same Day,Consumer,Adelaide,Australia,Technology,Accessories,entre 1 y 2,0.1,High,January,101.952
1864,Second Class,Consumer,Melbourne,Australia,Technology,Accessories,entre 7 y 8,0.1,Medium,July,39.0816
1865,First Class,Consumer,Managua,Nicaragua,Technology,Accessories,entre 5 y 6,0.0,High,April,17.981818181818184
1866,First Class,Home Office,Managua,Nicaragua,Furniture,Chairs,entre 3 y 4,0.0,High,April,41.142857142857146
1867,Standard Class,Consumer,Canberra,Australia,Technology,Copiers,entre 1 y 2,0.0,Medium,October,316.8
1868,Standard Class,Consumer,Managua,Nicaragua,Furniture,Tables,entre 1 y 2,0.2,Medium,September,330.6666666666667
1869,Standard Class,Consumer,Surabaya,Indonesia,Office Supplies,Storage,entre 3 y 4,0.17,Medium,October,122.2518857142857
1870,Standard Class,Consumer,Bangkok,Thailand,Furniture,Bookcases,entre 3 y 4,0.37,Medium,August,91.9026
1871,Standard Class,Home Office,Mixco,Guatemala,Office Supplies,Appliances,entre 9 y 10,0.0,Medium,June,36.21052631578947
1872,Standard Class,Consumer,São Paulo,Brazil,Office Supplies,Storage,entre 3 y 4,0.0,Medium,November,108.25142857142858
1873,Standard Class,Consumer,Yangon,Myanmar (Burma),Furniture,Tables,entre 3 y 4,0.57,Medium,April,130.90182857142858
1874,Second Class,Consumer,San Pedro Sula,Honduras,Technology,Phones,entre 5 y 6,0.4,Critical,March,27.654545454545453
1875,Standard Class,Consumer,Villa Nueva,Guatemala,Office Supplies,Envelopes,entre 9 y 10,0.0,Low,December,25.86315789473684
1876,Standard Class,Consumer,Lahore,Pakistan,Furniture,Chairs,entre 3 y 4,0.2,Medium,October,112.21714285714286
1877,Standard Class,Consumer,Canberra,Australia,Technology,Phones,entre 5 y 6,0.4,Medium,July,82.86545454545454
1878,Standard Class,Consumer,Yangon,Myanmar (Burma),Office Supplies,Appliances,entre 5 y 6,0.17,Medium,November,397.0870909090909
1879,Standard Class,Home Office,Jakarta,Indonesia,Office Supplies,Appliances,entre 3 y 4,0.17,Medium,September,196.78114285714287
1880,Standard Class,Corporate,Melbourne,Australia,Furniture,Tables,entre 1 y 2,0.3,Low,November,149.506
1881,Standard Class,Consumer,Bangkok,Thailand,Technology,Machines,entre 1 y 2,0.17,Medium,October,295.3804
1882,Standard Class,Consumer,Jakarta,Indonesia,Office Supplies,Appliances,entre 3 y 4,0.17,High,June,54.552342857142854
1883,Second Class,Corporate,Sydney,Australia,Furniture,Chairs,entre 1 y 2,0.1,High,June,197.352
1884,Standard Class,Consumer,Yangon,Myanmar (Burma),Office Supplies,Storage,entre 5 y 6,0.17,High,December,56.28305454545455
1885,Second Class,Corporate,Mexico City,Mexico,Office Supplies,Art,entre 5 y 6,0.0,High,June,31.127272727272725
1886,Second Class,Consumer,León,Nicaragua,Technology,Accessories,entre 3 y 4,0.0,Medium,January,64.35428571428572
1887,Second Class,Corporate,Stockholm,Sweden,Technology,Phones,entre 3 y 4,0.5,High,June,71.16
1888,Second Class,Home Office,Sydney,Australia,Technology,Accessories,entre 1 y 2,0.1,Critical,September,62.928
1889,Standard Class,Home Office,Bangkok,Thailand,Furniture,Bookcases,entre 1 y 2,0.37,Medium,October,370.1628
1890,Second Class,Consumer,Santo Domingo,Dominican Republic,Technology,Accessories,entre 3 y 4,0.2,High,November,46.848
1891,Standard Class,Consumer,Villa Nueva,Guatemala,Technology,Accessories,entre 3 y 4,0.0,High,October,79.90857142857143
1892,Standard Class,Corporate,São Paulo,Brazil,Technology,Copiers,entre 3 y 4,0.002,Medium,November,112.77970285714285
1893,First Class,Corporate,Cairo,Egypt,Technology,Accessories,entre 1 y 2,0.0,Critical,September,92.2
1894,Second Class,Consumer,Buenos Aires,Argentina,Technology,Copiers,entre 3 y 4,0.402,Medium,July,89.62824
1895,Same Day,Consumer,Melbourne,Australia,Office Supplies,Supplies,entre 1 y 2,0.1,Critical,May,45.756
1896,First Class,Home Office,Paris,France,Technology,Machines,entre 1 y 2,0.15,Medium,October,190.808
1897,Standard Class,Corporate,Baghdad,Iraq,Technology,Copiers,entre 1 y 2,0.0,Medium,December,238.24
1898,Standard Class,Consumer,Vienna,Austria,Office Supplies,Art,entre 5 y 6,0.0,High,September,46.93636363636363
1899,Second Class,Consumer,Rome,Italy,Technology,Phones,entre 3 y 4,0.4,High,July,71.74285714285715
1900,First Class,Consumer,Madrid,Spain,Office Supplies,Storage,entre 1 y 2,0.1,Critical,October,81.828
1901,Standard Class,Consumer,Mexico City,Mexico,Furniture,Chairs,entre 5 y 6,0.2,Medium,December,66.50181818181818
1902,First Class,Consumer,Paris,France,Technology,Accessories,entre 1 y 2,0.0,Medium,August,95.39999999999999
1903,Standard Class,Consumer,Gold Coast,Australia,Office Supplies,Envelopes,entre 5 y 6,0.1,High,October,37.82454545454545
1904,Standard Class,Home Office,Vienna,Austria,Office Supplies,Paper,entre 11 y 12,0.0,High,January,19.484347826086957
1905,Standard Class,Corporate,Santo Domingo,Dominican Republic,Furniture,Tables,entre 9 y 10,0.7,Medium,September,50.88505263157895
1906,Second Class,Consumer,Singapore,Singapore,Office Supplies,Storage,entre 1 y 2,0.0,High,June,177.6
1907,Second Class,Corporate,Managua,Nicaragua,Office Supplies,Appliances,entre 5 y 6,0.0,High,November,55.7890909090909
1908,Standard Class,Corporate,Bangkok,Thailand,Office Supplies,Storage,entre 1 y 2,0.47,High,April,139.55960000000002
1909,First Class,Consumer,Canberra,Australia,Office Supplies,Supplies,entre 1 y 2,0.0,Critical,June,65.76
1910,Same Day,Consumer,Buenos Aires,Argentina,Office Supplies,Storage,entre 5 y 6,0.4,High,October,20.88
1911,Standard Class,Consumer,Kinshasa,Democratic Republic of the Congo,Office Supplies,Art,entre 3 y 4,0.0,High,July,57.737142857142864
1912,Standard Class,Home Office,São Paulo,Brazil,Technology,Copiers,entre 3 y 4,0.002,Medium,October,109.74578285714286
1913,Standard Class,Corporate,Yangon,Myanmar (Burma),Technology,Machines,entre 3 y 4,0.17,Medium,January,116.31857142857143
1914,Standard Class,Corporate,Lahore,Pakistan,Furniture,Chairs,entre 3 y 4,0.2,Medium,September,148.14171428571427
1915,Standard Class,Consumer,Managua,Nicaragua,Office Supplies,Appliances,entre 1 y 2,0.0,High,May,133.26666666666668
1916,First Class,Consumer,Mexico City,Mexico,Furniture,Chairs,entre 5 y 6,0.2,High,November,27.825454545454544
1917,Standard Class,Corporate,Managua,Nicaragua,Technology,Copiers,entre 3 y 4,0.002,Medium,October,150.40145142857142
1918,Second Class,Consumer,León,Nicaragua,Furniture,Chairs,entre 1 y 2,0.0,Critical,May,118.10666666666667
1919,Standard Class,Home Office,Melbourne,Australia,Furniture,Chairs,entre 5 y 6,0.1,Medium,November,48.42818181818182
1920,First Class,Consumer,Ho Chi Minh City,Vietnam,Office Supplies,Envelopes,entre 3 y 4,0.17,High,December,33.74305714285715
1921,Standard Class,Home Office,León,Nicaragua,Technology,Copiers,entre 3 y 4,0.002,Low,April,98.3913942857143
1922,First Class,Consumer,Istanbul,Turkey,Furniture,Tables,entre 1 y 2,0.6,High,December,80.792
1923,Standard Class,Home Office,Adelaide,Australia,Technology,Accessories,entre 3 y 4,0.1,Medium,April,118.30628571428572
1924,Second Class,Consumer,Singapore,Singapore,Office Supplies,Supplies,entre 5 y 6,0.0,High,June,39.92727272727273
1925,Second Class,Corporate,Kinshasa,Democratic Republic of the Congo,Office Supplies,Art,entre 5 y 6,0.0,High,April,53.378181818181815
1926,Second Class,Corporate,Perth,Australia,Technology,Copiers,entre 1 y 2,0.1,Medium,June,145.728
1927,Second Class,Consumer,Mexico City,Mexico,Furniture,Chairs,entre 1 y 2,0.2,Medium,November,167.53066666666666
1928,Standard Class,Corporate,Casablanca,Morocco,Furniture,Bookcases,entre 1 y 2,0.0,Low,September,130.62
1929,Standard Class,Consumer,Mexico City,Mexico,Furniture,Bookcases,entre 5 y 6,0.2,Medium,November,99.33381818181819
1930,Standard Class,Corporate,Managua,Nicaragua,Office Supplies,Storage,entre 3 y 4,0.0,Medium,November,113.38285714285713
1931,Standard Class,Home Office,Mixco,Guatemala,Office Supplies,Appliances,entre 3 y 4,0.0,Low,September,63.58857142857143
1932,Second Class,Consumer,Manila,Philippines,Technology,Accessories,entre 5 y 6,0.45,High,May,36.225
1933,First Class,Corporate,Santo Domingo,Dominican Republic,Furniture,Chairs,entre 3 y 4,0.2,High,July,73.70057142857142
1934,Standard Class,Home Office,Managua,Nicaragua,Technology,Copiers,entre 1 y 2,0.002,Medium,November,317.0180266666667
1935,First Class,Corporate,Singapore,Singapore,Furniture,Chairs,entre 3 y 4,0.0,Critical,August,50.220000000000006
1936,Standard Class,Consumer,Manila,Philippines,Furniture,Furnishings,entre 5 y 6,0.25,Medium,November,89.98363636363636
1937,Standard Class,Consumer,Paris,France,Office Supplies,Storage,entre 9 y 10,0.1,Medium,December,41.31
1938,Standard Class,Home Office,Melbourne,Australia,Technology,Copiers,entre 3 y 4,0.1,Medium,August,92.29371428571429
1939,Standard Class,Consumer,San Salvador,El Salvador,Furniture,Tables,entre 1 y 2,0.2,Low,April,236.48000000000002
1940,Standard Class,Consumer,Manila,Philippines,Office Supplies,Binders,entre 9 y 10,0.15,High,July,22.82921052631579
1941,Standard Class,Consumer,Surabaya,Indonesia,Office Supplies,Storage,entre 1 y 2,0.17,Medium,March,219.5848
1942,Second Class,Consumer,San Pedro Sula,Honduras,Furniture,Bookcases,entre 3 y 4,0.4,High,December,42.80914285714285
1943,Standard Class,Corporate,Lagos,Nigeria,Technology,Copiers,entre 3 y 4,0.7,Medium,March,109.65599999999999
